src_region,src_tier,dst_region,dst_tier,throughput_sent_bits_per_second,throughput_received_bits_per_second,cpu_utilization_percent
gcp:europe-west3-a,STANDARD,gcp:northamerica-northeast1-a,PREMIUM,5459329000,5135707000,45.892391
aws:eu-west-3,PREMIUM,gcp:northamerica-northeast2-a,PREMIUM,5183368314,4218734957,5.41889337
gcp:northamerica-northeast1-a,STANDARD,azure:northeurope,PREMIUM,6417310000,6310146000,45.132664
gcp:asia-southeast1-a,PREMIUM,gcp:asia-northeast3-a,PREMIUM,5083930000,4973740000,47.419761
azure:francecentral,PREMIUM,azure:northcentralus,PREMIUM,17021872354,13065999230,13.69018884
azure:eastus2,PREMIUM,aws:sa-east-1,PREMIUM,3826263686,3260952728,5.04329817
aws:ap-northeast-1,PREMIUM,aws:ap-southeast-2,PREMIUM,5156796079,3952116151,5.666491161
gcp:southamerica-west1-a,PREMIUM,azure:eastus,PREMIUM,6935184000,5606061000,38.505099
gcp:australia-southeast1-a,STANDARD,azure:japaneast,PREMIUM,6469413000,5129107000,38.549157
aws:eu-central-1,PREMIUM,aws:ap-south-1,PREMIUM,4724914168,3739393296,5.072411284
gcp:us-west4-a,PREMIUM,gcp:europe-west2-a,PREMIUM,3948130000,3595549000,35.825213
gcp:europe-west1-b,PREMIUM,gcp:asia-south1-a,PREMIUM,5209571000,4849968000,35.587438
gcp:australia-southeast2-a,PREMIUM,gcp:asia-east2-a,STANDARD,5778891000,4841088000,36.170226
azure:westus3,PREMIUM,gcp:asia-east1-a,PREMIUM,5488851815,4592372211,5.998302575
azure:westus2,PREMIUM,gcp:europe-west2-a,STANDARD,7017050149,5374701891,6.924735385
aws:ap-southeast-1,PREMIUM,azure:uksouth,PREMIUM,5173179689,3619520462,4.938347008
gcp:asia-northeast1-a,PREMIUM,aws:me-south-1,PREMIUM,3459459000,3035724000,31.331032
gcp:asia-southeast1-a,STANDARD,azure:westus,PREMIUM,8376042000,4990595000,30.576814
azure:westeurope,PREMIUM,gcp:southamerica-east1-a,STANDARD,2572866198,1991901293,3.923769882
gcp:asia-south2-a,PREMIUM,aws:eu-west-1,PREMIUM,6411076000,4840908000,30.305827
aws:eu-west-2,PREMIUM,gcp:asia-south1-a,STANDARD,5814317540,3474126121,4.792540739
gcp:us-central1-a,STANDARD,azure:australiaeast,PREMIUM,8061712000,4721478000,27.226886
gcp:europe-west3-a,PREMIUM,gcp:asia-southeast2-a,PREMIUM,8025474000,4574856000,26.548288
azure:germanywestcentral,PREMIUM,gcp:asia-northeast2-a,PREMIUM,3328404625,2542425545,4.267829183
aws:ap-northeast-3,PREMIUM,gcp:europe-central2-a,PREMIUM,5133508399,2884935465,4.51379429
aws:af-south-1,PREMIUM,aws:ap-east-1,PREMIUM,5052791424,2565696051,4.127243351
gcp:asia-southeast2-a,STANDARD,gcp:southamerica-east1-a,PREMIUM,5200690000,2647970000,17.549396
aws:eu-west-2,PREMIUM,gcp:europe-west2-a,STANDARD,4902309386,4777513880,10.62207499
azure:germanywestcentral,PREMIUM,azure:uksouth,PREMIUM,16874875034,15362460708,21.35221583
aws:ca-central-1,PREMIUM,gcp:us-east1-b,STANDARD,5004626655,4671781319,8.092147062
gcp:asia-east2-a,STANDARD,gcp:asia-east1-a,STANDARD,7174862000,7027918000,85.578716
aws:eu-north-1,PREMIUM,gcp:europe-west6-a,PREMIUM,5067964117,4657232949,7.989349928
gcp:us-central1-a,STANDARD,gcp:us-west4-a,STANDARD,6381285000,6153596000,63.667767
gcp:us-east4-a,STANDARD,gcp:us-west1-a,STANDARD,5793323000,5327917000,57.365119
gcp:northamerica-northeast1-a,STANDARD,azure:westus,PREMIUM,5776331000,5546657000,50.314041
azure:eastus2,PREMIUM,azure:northeurope,PREMIUM,15125023242,13445120866,13.24696392
azure:francecentral,PREMIUM,gcp:us-east4-a,PREMIUM,9331136872,8250797723,9.606257387
gcp:asia-southeast2-a,PREMIUM,gcp:asia-northeast1-a,PREMIUM,6147024000,5409968000,47.344785
aws:ap-southeast-1,PREMIUM,aws:ap-southeast-2,PREMIUM,5004857224,4110945106,5.839665834
gcp:us-central1-a,PREMIUM,aws:eu-west-1,PREMIUM,5209021000,5029044000,41.623155
gcp:northamerica-northeast2-a,PREMIUM,aws:eu-south-1,PREMIUM,5503960000,5155551000,41.336489
gcp:australia-southeast1-a,PREMIUM,gcp:asia-southeast2-a,STANDARD,5652690000,5362234000,41.220657
aws:us-west-2,PREMIUM,aws:ap-northeast-2,PREMIUM,4871691540,3820927956,4.640447141
aws:us-east-2,PREMIUM,gcp:southamerica-west1-a,PREMIUM,5252396130,3925669298,5.107371169
gcp:asia-south1-a,STANDARD,azure:koreacentral,PREMIUM,5858006000,4988434000,37.844035
azure:australiaeast,PREMIUM,gcp:asia-northeast2-a,PREMIUM,3483244871,2978692232,4.786603535
aws:me-south-1,PREMIUM,gcp:europe-north1-a,PREMIUM,5366581307,3909254048,5.214775982
gcp:europe-west3-a,STANDARD,gcp:us-west1-a,PREMIUM,7163991000,5207587000,35.249853
gcp:southamerica-east1-a,STANDARD,azure:northcentralus,PREMIUM,8607317000,5322558000,34.527931
gcp:europe-west2-a,PREMIUM,aws:ap-south-1,PREMIUM,6623990000,5147928000,34.408675
azure:westus3,PREMIUM,gcp:europe-west3-a,PREMIUM,5129539778,4227533719,5.488214066
azure:germanywestcentral,PREMIUM,gcp:us-west4-a,PREMIUM,6625482195,5482716782,6.60596952
gcp:europe-west4-a,PREMIUM,azure:westus2,PREMIUM,3303833000,3074855000,33.633092
azure:canadacentral,PREMIUM,gcp:asia-northeast1-a,STANDARD,7764668993,6237393392,7.087996959
azure:westeurope,PREMIUM,gcp:asia-southeast1-a,PREMIUM,6809950825,5513652716,6.125959388
gcp:us-east1-b,PREMIUM,aws:ap-east-1,PREMIUM,6549414000,4392473000,27.581576
gcp:asia-south2-a,PREMIUM,gcp:europe-north1-a,STANDARD,6205509000,4877829000,28.574924
aws:us-east-1,PREMIUM,gcp:asia-south1-a,PREMIUM,5041980931,3232236013,4.666828314
gcp:asia-east1-a,PREMIUM,azure:eastus,PREMIUM,5788274000,4596612000,27.495354
gcp:asia-southeast1-a,STANDARD,gcp:europe-west4-a,STANDARD,4019100000,3674320000,27.325256
aws:ap-northeast-3,PREMIUM,aws:eu-west-3,PREMIUM,4755366904,2917816464,4.896383982
azure:japaneast,PREMIUM,gcp:europe-west1-b,PREMIUM,8221779565,5790776358,6.557950834
gcp:asia-east2-a,PREMIUM,gcp:europe-central2-a,PREMIUM,6119787000,4268122000,24.297511
gcp:europe-west6-a,STANDARD,aws:ap-northeast-1,PREMIUM,5916542000,4071788000,23.402876
gcp:europe-west1-b,STANDARD,gcp:asia-northeast3-a,STANDARD,5372710000,4090169000,23.20174
gcp:asia-northeast3-a,PREMIUM,gcp:southamerica-east1-a,PREMIUM,7438967000,3173634000,20.893058
gcp:australia-southeast2-a,PREMIUM,aws:eu-central-1,PREMIUM,4648795000,3218531000,19.573634
aws:af-south-1,PREMIUM,aws:us-west-1,PREMIUM,4642292328,2262064465,3.939717458
aws:sa-east-1,PREMIUM,gcp:australia-southeast1-a,STANDARD,5035745608,2170997978,4.322017988
azure:eastus,PREMIUM,gcp:us-east4-a,PREMIUM,15173718688,15021234673,30.27812042
aws:us-east-2,PREMIUM,gcp:us-east4-a,STANDARD,5010884583,4754272915,7.87056858
gcp:europe-west2-a,PREMIUM,aws:eu-west-3,PREMIUM,7118574000,7045452000,88.277337
gcp:europe-west6-a,PREMIUM,azure:germanywestcentral,PREMIUM,7169954000,7052338000,90.573313
gcp:europe-west4-a,PREMIUM,azure:northeurope,PREMIUM,5618671000,5571748000,79.570348
gcp:europe-west6-a,STANDARD,aws:eu-west-1,PREMIUM,6573289000,6393063000,71.744346
azure:eastus2,PREMIUM,azure:westus2,PREMIUM,17801008106,14059997859,15.93144792
aws:ca-central-1,PREMIUM,gcp:us-west1-a,STANDARD,5104867963,4356390685,6.98859843
gcp:asia-northeast1-a,STANDARD,aws:ap-southeast-1,PREMIUM,5729550000,5449473000,51.917828
gcp:us-east1-b,PREMIUM,gcp:europe-west1-b,STANDARD,4720072000,4373809000,43.158545
gcp:asia-southeast1-a,PREMIUM,azure:australiaeast,PREMIUM,5555052000,5072786000,44.840663
gcp:asia-southeast1-a,STANDARD,aws:ap-southeast-2,PREMIUM,4924092000,4438545000,44.481651
gcp:europe-west3-a,STANDARD,azure:northcentralus,PREMIUM,6108776000,5230094000,41.254506
gcp:us-central1-a,PREMIUM,gcp:asia-northeast2-a,PREMIUM,7735352000,5187058000,35.832389
gcp:asia-south1-a,PREMIUM,azure:germanywestcentral,PREMIUM,7441358000,5396435000,36.456262
gcp:northamerica-northeast1-a,STANDARD,aws:sa-east-1,PREMIUM,4425913000,4123879000,34.41847
aws:ap-east-1,PREMIUM,gcp:us-west1-a,PREMIUM,5203469211,3890400115,5.335509293
gcp:us-west4-a,PREMIUM,gcp:europe-west3-a,PREMIUM,6409983000,5011206000,33.809285
gcp:us-central1-a,STANDARD,gcp:asia-northeast3-a,PREMIUM,5528266000,4891991000,32.944727
aws:us-west-1,PREMIUM,gcp:europe-west4-a,STANDARD,5512129868,3753385269,5.253672197
azure:westeurope,PREMIUM,gcp:us-west4-a,STANDARD,9294842075,7468367009,7.950949531
gcp:asia-south1-a,STANDARD,gcp:australia-southeast2-a,PREMIUM,6800189000,5084567000,34.105435
azure:westus3,PREMIUM,gcp:europe-north1-a,STANDARD,10121590207,7968620722,8.023260729
aws:ap-northeast-3,PREMIUM,azure:canadacentral,PREMIUM,5246697505,3531942464,5.236553469
aws:me-south-1,PREMIUM,gcp:asia-southeast2-a,STANDARD,5426712528,3582698430,5.033836116
azure:koreacentral,PREMIUM,gcp:northamerica-northeast2-a,PREMIUM,7227818838,4929005567,6.431347386
gcp:us-east1-b,STANDARD,gcp:asia-east2-a,PREMIUM,8173260000,4743320000,27.581097
azure:uksouth,PREMIUM,gcp:asia-east2-a,STANDARD,7422595872,5511848501,6.638126431
gcp:southamerica-east1-a,PREMIUM,aws:eu-west-2,PREMIUM,7214517000,4779675000,28.061441
gcp:europe-west1-b,PREMIUM,gcp:southamerica-west1-a,PREMIUM,6979258000,4703572000,26.941141
azure:francecentral,PREMIUM,gcp:asia-northeast3-a,STANDARD,11373571770,9302280327,7.69720418
gcp:asia-east1-a,STANDARD,aws:eu-south-1,PREMIUM,4280132000,3818652000,26.375669
aws:us-west-2,PREMIUM,gcp:southamerica-east1-a,STANDARD,5592167131,3183894143,4.373281309
gcp:australia-southeast1-a,STANDARD,aws:us-east-1,PREMIUM,2437473000,2265381000,24.762207
aws:eu-north-1,PREMIUM,gcp:asia-southeast2-a,PREMIUM,5192017104,3015291671,4.672490043
azure:japaneast,PREMIUM,gcp:europe-west2-a,STANDARD,8745017437,6045737511,6.693020236
gcp:europe-central2-a,PREMIUM,gcp:asia-northeast1-a,PREMIUM,8133624000,4129380000,23.665597
gcp:asia-south2-a,PREMIUM,gcp:northamerica-northeast1-a,PREMIUM,5576144000,4237935000,24.006262
aws:eu-central-1,PREMIUM,gcp:asia-east1-a,PREMIUM,5452470777,2829785743,4.53645441
azure:westus,PREMIUM,aws:ap-south-1,PREMIUM,1447914046,948388047.9,3.327344816
gcp:europe-north1-a,PREMIUM,gcp:australia-southeast1-a,PREMIUM,6726379000,3067996000,20.302374
aws:af-south-1,PREMIUM,aws:ap-northeast-1,PREMIUM,4473312557,1661505735,3.730804214
aws:ca-central-1,PREMIUM,azure:canadacentral,PREMIUM,4930976286,4752481349,10.3141069
azure:uksouth,PREMIUM,aws:eu-central-1,PREMIUM,9634157595,9316097846,15.2344381
azure:northeurope,PREMIUM,gcp:europe-west3-a,PREMIUM,12518599911,11648643110,15.80521092
gcp:europe-west2-a,STANDARD,azure:westeurope,PREMIUM,7089769000,6948393000,84.715453
gcp:us-east1-b,STANDARD,azure:northcentralus,PREMIUM,5895830000,5760826000,71.55368
gcp:europe-west6-a,STANDARD,gcp:europe-north1-a,STANDARD,6126947000,5931045000,67.757634
aws:ap-northeast-2,PREMIUM,gcp:asia-east1-a,PREMIUM,5187675523,4445050644,7.421053826
gcp:us-east4-a,STANDARD,gcp:europe-west2-a,PREMIUM,6762588000,5929387000,48.897602
azure:koreacentral,PREMIUM,aws:ap-southeast-1,PREMIUM,4658767779,4212875908,6.605212955
gcp:northamerica-northeast2-a,PREMIUM,azure:germanywestcentral,PREMIUM,6504109000,5647658000,41.757026
gcp:europe-north1-a,PREMIUM,aws:us-east-1,PREMIUM,5922372000,5353430000,41.662771
azure:westus3,PREMIUM,aws:ap-northeast-3,PREMIUM,1835346510,1553712983,3.94944034
azure:japaneast,PREMIUM,gcp:us-west1-a,STANDARD,8011745078,6949674809,8.019621456
gcp:europe-west1-b,PREMIUM,gcp:us-west1-a,PREMIUM,6207223000,5047777000,36.350282
gcp:asia-northeast1-a,STANDARD,gcp:us-central1-a,STANDARD,5246123000,4739595000,37.2886
aws:ap-southeast-2,PREMIUM,gcp:asia-northeast2-a,PREMIUM,5053488966,3960012716,5.162085921
gcp:europe-west4-a,STANDARD,gcp:asia-south1-a,STANDARD,7958071000,5605713000,34.918864
azure:australiaeast,PREMIUM,aws:us-west-1,PREMIUM,1356729724,1045873666,3.402014984
aws:eu-north-1,PREMIUM,aws:ap-south-1,PREMIUM,4920217375,3580599263,5.378751664
azure:westus,PREMIUM,gcp:australia-southeast2-a,PREMIUM,4490635452,3779155595,5.12257078
aws:eu-west-1,PREMIUM,gcp:us-west4-a,STANDARD,5410449027,3757289946,4.750545363
aws:eu-south-1,PREMIUM,aws:us-west-2,PREMIUM,5198052577,3565341931,5.10881113
gcp:us-west4-a,PREMIUM,gcp:southamerica-east1-a,STANDARD,8296578000,4972703000,31.545988
azure:westus2,PREMIUM,gcp:asia-southeast2-a,PREMIUM,7065251970,5589765401,6.298847953
aws:ap-northeast-1,PREMIUM,gcp:northamerica-northeast1-a,STANDARD,5515259422,3563092988,5.077284595
gcp:australia-southeast1-a,STANDARD,gcp:us-central1-a,PREMIUM,6274369000,5068168000,30.320049
azure:eastus2,PREMIUM,gcp:australia-southeast1-a,PREMIUM,4699977353,3465582758,4.693509943
gcp:europe-west6-a,PREMIUM,gcp:asia-southeast1-a,STANDARD,6828303000,4756189000,28.413154
gcp:asia-east1-a,STANDARD,gcp:us-east1-b,PREMIUM,6650565000,4967261000,28.792643
gcp:southamerica-east1-a,PREMIUM,gcp:europe-west4-a,PREMIUM,7618203000,4734554000,27.432456
azure:germanywestcentral,PREMIUM,gcp:asia-east2-a,PREMIUM,6682468912,5316692674,5.986400331
gcp:asia-east2-a,STANDARD,aws:eu-west-2,PREMIUM,3965072000,3739714000,26.885027
gcp:asia-southeast1-a,PREMIUM,gcp:europe-central2-a,PREMIUM,5685891000,4643115000,26.482409
aws:sa-east-1,PREMIUM,gcp:europe-west1-b,STANDARD,5611718453,3276252095,5.23812818
gcp:us-east4-a,PREMIUM,gcp:asia-south2-a,PREMIUM,2981031000,2808635000,24.43097
gcp:asia-south1-a,PREMIUM,aws:us-east-2,PREMIUM,6487451000,4359005000,23.563184
gcp:asia-northeast1-a,PREMIUM,azure:francecentral,PREMIUM,6365834000,4251010000,24.9903
aws:eu-west-3,PREMIUM,gcp:asia-northeast3-a,PREMIUM,5123305163,2886483891,4.292033427
aws:af-south-1,PREMIUM,gcp:northamerica-northeast1-a,PREMIUM,5233948189,3006671217,4.214560376
gcp:asia-southeast2-a,STANDARD,azure:eastus,PREMIUM,5508890000,3730485000,23.625001
gcp:europe-west3-a,STANDARD,gcp:asia-northeast3-a,STANDARD,4937275000,3840418000,22.731848
gcp:southamerica-west1-a,PREMIUM,aws:me-south-1,PREMIUM,2523165000,2088465000,19.911212
gcp:us-east1-b,STANDARD,gcp:us-east4-a,PREMIUM,7100651000,6970899000,86.453078
gcp:us-west4-a,PREMIUM,azure:westus3,PREMIUM,7107922000,6969082000,83.671793
gcp:europe-west6-a,PREMIUM,gcp:europe-west3-a,STANDARD,7200959000,7064824000,91.322943
azure:westus,PREMIUM,gcp:us-west1-a,PREMIUM,19222259993,18575723775,23.51653119
gcp:europe-west2-a,STANDARD,aws:eu-central-1,PREMIUM,6974450000,6865038000,82.453482
gcp:europe-west3-a,PREMIUM,gcp:europe-west2-a,PREMIUM,7116311000,7016643000,84.245509
gcp:northamerica-northeast2-a,PREMIUM,gcp:us-east1-b,PREMIUM,5728469000,5532651000,70.308305
aws:us-west-2,PREMIUM,gcp:northamerica-northeast1-a,STANDARD,5203888287,4293470941,5.329807589
gcp:asia-south1-a,PREMIUM,gcp:asia-southeast2-a,PREMIUM,5656211000,5216328000,50.18071
azure:northcentralus,PREMIUM,azure:uksouth,PREMIUM,17258582152,13238343803,13.98794349
aws:ap-southeast-1,PREMIUM,gcp:asia-northeast2-a,PREMIUM,5318086124,4342985338,6.321852446
azure:koreacentral,PREMIUM,gcp:asia-east1-a,STANDARD,14139662489,12717267931,13.64967804
gcp:europe-west6-a,STANDARD,gcp:northamerica-northeast1-a,PREMIUM,7289227000,6108512000,44.341254
aws:me-south-1,PREMIUM,gcp:europe-west1-b,PREMIUM,5367387377,4165994584,5.646683213
aws:ap-south-1,PREMIUM,gcp:asia-east1-a,PREMIUM,5451457797,4167874096,5.110189117
azure:canadacentral,PREMIUM,aws:eu-north-1,PREMIUM,1865241285,1581249913,3.849900963
gcp:us-central1-a,STANDARD,gcp:europe-central2-a,PREMIUM,7352813000,5094846000,38.416333
gcp:asia-southeast2-a,STANDARD,gcp:australia-southeast1-a,PREMIUM,5398806000,5014044000,41.181334
gcp:us-central1-a,PREMIUM,gcp:europe-north1-a,STANDARD,5649538000,4816952000,36.824283
gcp:us-west4-a,STANDARD,gcp:asia-northeast3-a,PREMIUM,5743375000,4945109000,36.123968
gcp:us-west1-a,STANDARD,gcp:europe-west1-b,STANDARD,6067110000,5166611000,36.360365
aws:ap-northeast-1,PREMIUM,gcp:asia-south2-a,PREMIUM,5219019361,3863650065,5.311344116
aws:ca-central-1,PREMIUM,aws:ap-northeast-3,PREMIUM,4842829184,3585388944,5.419557192
aws:us-west-1,PREMIUM,gcp:europe-west4-a,PREMIUM,5285254021,3759925549,5.055894311
azure:westus2,PREMIUM,aws:eu-west-3,PREMIUM,3798205833,3006495960,4.938760768
azure:eastus2,PREMIUM,azure:japaneast,PREMIUM,15345433206,11205949384,9.645397136
aws:af-south-1,PREMIUM,aws:eu-west-1,PREMIUM,5275790951,3543198138,4.697556217
gcp:asia-northeast1-a,STANDARD,aws:us-east-2,PREMIUM,5197018000,4450656000,30.279177
gcp:asia-southeast1-a,STANDARD,aws:eu-west-2,PREMIUM,4856372000,4565884000,30.42514
azure:westeurope,PREMIUM,aws:sa-east-1,PREMIUM,1795036824,1315165843,3.530908843
aws:ap-east-1,PREMIUM,azure:germanywestcentral,PREMIUM,5270298384,3298858051,4.971329155
azure:eastus,PREMIUM,azure:australiaeast,PREMIUM,13571544241,9651789026,8.104694727
gcp:europe-west4-a,STANDARD,gcp:asia-southeast1-a,PREMIUM,4948173000,4359200000,27.295564
aws:us-east-1,PREMIUM,gcp:australia-southeast2-a,PREMIUM,5101171230,3232525194,4.895773626
azure:francecentral,PREMIUM,gcp:asia-east2-a,PREMIUM,7793954140,6294048873,6.498525991
gcp:asia-south1-a,STANDARD,aws:eu-south-1,PREMIUM,2532971000,2301439000,28.465748
gcp:asia-east2-a,STANDARD,azure:northeurope,PREMIUM,7582363000,4658413000,27.115067
azure:germanywestcentral,PREMIUM,gcp:asia-northeast3-a,STANDARD,11607320012,9376737914,7.259773621
gcp:europe-north1-a,PREMIUM,gcp:asia-northeast1-a,PREMIUM,6462413000,4135775000,23.218102
gcp:southamerica-west1-a,PREMIUM,gcp:australia-southeast1-a,STANDARD,4804572000,3888102000,22.790017
gcp:southamerica-east1-a,PREMIUM,aws:ap-northeast-2,PREMIUM,3684084000,2655856000,19.720667
gcp:southamerica-east1-a,STANDARD,aws:ap-southeast-2,PREMIUM,3167112000,1924491000,18.27185
azure:uksouth,PREMIUM,gcp:europe-west2-a,PREMIUM,15834628858,15594162314,26.73093513
azure:westeurope,PREMIUM,gcp:europe-west4-a,PREMIUM,15861859013,15590948480,25.48322323
gcp:us-east4-a,STANDARD,gcp:us-east1-b,STANDARD,7141921000,6989150000,86.492854
gcp:northamerica-northeast1-a,STANDARD,aws:us-east-1,PREMIUM,7130507000,7002592000,84.280379
azure:germanywestcentral,PREMIUM,aws:eu-south-1,PREMIUM,9685704966,9412122581,16.50358374
gcp:europe-west3-a,PREMIUM,azure:germanywestcentral,PREMIUM,7139756000,7110196000,97.165697
aws:eu-west-1,PREMIUM,gcp:europe-west4-a,STANDARD,5052706543,4704028230,6.671030346
gcp:asia-east1-a,STANDARD,gcp:asia-east2-a,PREMIUM,6973732000,6840072000,82.518577
gcp:europe-west6-a,PREMIUM,azure:northeurope,PREMIUM,6712600000,6579125000,73.78679
aws:ap-east-1,PREMIUM,aws:ap-northeast-2,PREMIUM,5000693630,4562460076,7.410572236
azure:eastus,PREMIUM,gcp:northamerica-northeast2-a,PREMIUM,15605327061,14974673844,16.07420137
gcp:us-east4-a,PREMIUM,gcp:us-west1-a,STANDARD,5980477000,5337718000,54.699538
gcp:asia-east1-a,PREMIUM,azure:japaneast,PREMIUM,7143918000,6506626000,59.460343
azure:westus,PREMIUM,gcp:northamerica-northeast1-a,PREMIUM,9834681054,8979621905,10.47776539
gcp:us-west1-a,PREMIUM,azure:canadacentral,PREMIUM,5372040000,5182440000,51.731305
aws:ap-southeast-1,PREMIUM,aws:ap-northeast-1,PREMIUM,5258756044,4277830590,6.538077211
aws:me-south-1,PREMIUM,aws:eu-west-3,PREMIUM,5170732347,4211223020,5.984766143
gcp:asia-northeast3-a,STANDARD,gcp:asia-southeast1-a,PREMIUM,5735044000,5131557000,47.172063
aws:us-east-2,PREMIUM,aws:eu-central-1,PREMIUM,5007616393,4035353099,5.338255547
azure:francecentral,PREMIUM,gcp:us-east1-b,PREMIUM,10123903385,8571429081,9.541534857
gcp:europe-west6-a,STANDARD,azure:northcentralus,PREMIUM,6116417000,5491362000,39.459525
azure:westus2,PREMIUM,gcp:asia-northeast3-a,PREMIUM,15072951065,12431331447,11.00679899
gcp:asia-northeast2-a,PREMIUM,aws:us-west-1,PREMIUM,5843572000,5130928000,38.402328
aws:ap-south-1,PREMIUM,aws:ap-northeast-3,PREMIUM,5354484843,3800689616,4.825901043
gcp:asia-south1-a,PREMIUM,gcp:europe-west1-b,PREMIUM,5790456000,5104872000,35.566004
azure:eastus2,PREMIUM,gcp:asia-northeast1-a,STANDARD,4663337063,3751604702,5.431841536
gcp:us-west4-a,PREMIUM,aws:eu-north-1,PREMIUM,6731349000,4761993000,32.049631
gcp:us-central1-a,PREMIUM,azure:koreacentral,PREMIUM,6465281000,4853689000,30.67239
gcp:europe-central2-a,PREMIUM,gcp:asia-south2-a,PREMIUM,6891398000,4991462000,30.497724
gcp:australia-southeast1-a,STANDARD,gcp:us-central1-a,STANDARD,5762105000,4858431000,30.352628
aws:us-west-2,PREMIUM,gcp:europe-west3-a,STANDARD,5580550765,3530012955,4.609469395
gcp:asia-southeast2-a,STANDARD,gcp:us-west4-a,STANDARD,5613581000,4629307000,28.97334
gcp:asia-east2-a,STANDARD,azure:westus3,PREMIUM,3058624000,2662537000,27.337717
aws:eu-west-2,PREMIUM,gcp:southamerica-east1-a,STANDARD,5717138864,3319049022,4.961922131
gcp:europe-north1-a,PREMIUM,gcp:southamerica-west1-a,PREMIUM,6853324000,4301601000,24.91954
gcp:asia-northeast1-a,PREMIUM,gcp:europe-west1-b,STANDARD,6667759000,4172986000,24.710941
gcp:asia-southeast2-a,PREMIUM,aws:ca-central-1,PREMIUM,4981997000,3942713000,23.871294
gcp:australia-southeast1-a,PREMIUM,gcp:europe-west2-a,STANDARD,7628001000,3594519000,21.72509
azure:australiaeast,PREMIUM,gcp:europe-north1-a,STANDARD,4094025787,2719176434,4.408996879
gcp:southamerica-east1-a,PREMIUM,gcp:asia-southeast1-a,STANDARD,5333466000,4166982000,16.657501
aws:sa-east-1,PREMIUM,gcp:asia-south1-a,STANDARD,4877980787,1707686041,4.089771583
aws:af-south-1,PREMIUM,gcp:australia-southeast2-a,PREMIUM,3687882179,1125988855,3.463351296
gcp:europe-west4-a,STANDARD,aws:eu-west-2,PREMIUM,6999318000,6950903000,85.995987
aws:eu-west-1,PREMIUM,gcp:europe-west3-a,STANDARD,5061584414,4679726001,6.520383044
gcp:us-central1-a,PREMIUM,gcp:northamerica-northeast1-a,PREMIUM,5933876000,5745773000,71.951796
gcp:asia-southeast1-a,STANDARD,gcp:asia-southeast2-a,STANDARD,7057290000,6900314000,83.402376
gcp:asia-east1-a,STANDARD,aws:ap-east-1,PREMIUM,7138529000,7011964000,83.510375
aws:ap-northeast-2,PREMIUM,gcp:asia-northeast2-a,PREMIUM,5106749986,4656606458,8.393651323
aws:us-east-2,PREMIUM,azure:westus2,PREMIUM,5258964885,4379956212,6.414736168
gcp:europe-west1-b,PREMIUM,aws:us-east-1,PREMIUM,6000120000,5772811000,47.634594
